,state,year,abortionstotal,birthstotal,pregnancyratetotal,birthratetotal,abortionratetotal,abortionratiototal,miscarriagestotal,pregnanciestotal
799,UT,2007,3940,55130,122.3,95.7,6.8,71.5,11420,70490
800,UT,2008,3880,55634,121.0,94.8,6.6,69.7,11510,71030
801,UT,2009,3690,53887,115.3,90.4,6.2,68.5,11150,68720
802,UT,2010,3470,52258,110.1,86.5,5.7,66.4,10800,66530
803,UT,2011,3240,51223,106.3,83.7,5.3,63.3,10570,65030
804,UT,2012,3210,51465,105.3,83.0,5.2,62.3,10610,65290
805,UT,2013,3170,50957,102.7,81.0,5.0,62.3,10510,64640
806,UT,2014,2960,51154,101.4,80.3,4.6,57.9,10530,64640
807,UT,2015,3010,50778,99.3,78.5,4.6,59.2,10460,64240
808,UT,2016,3050,50464,96.7,76.4,4.6,60.5,10400,63910
809,UT,2017,3020,48585,91.2,71.9,4.5,62.2,10020,61620
810,VT,1988,2920,8111,95.6,59.9,21.6,360.0,1910,12950
811,VT,1992,2160,7737,86.4,57.3,16.0,279.2,1760,11660
812,VT,1996,2050,6767,78.0,50.9,15.4,302.9,1560,10380
813,VT,2000,1510,6500,72.5,49.8,11.6,232.3,1450,9460
814,VT,2005,1810,6295,76.2,50.2,14.4,287.5,1440,9550
815,VT,2006,1760,6511,78.6,52.4,14.2,271.1,1480,9750
816,VT,2007,1720,6513,79.3,53.2,14.0,264.1,1470,9710
817,VT,2008,1730,6339,78.8,52.5,14.3,273.1,1440,9510
818,VT,2009,1670,6110,76.9,51.2,14.0,273.0,1390,9170
819,VT,2010,1600,6223,78.1,52.6,13.6,257.9,1410,9230
820,VT,2011,1610,6078,77.1,51.7,13.7,264.4,1380,9060
821,VT,2012,1560,6009,76.6,51.5,13.4,259.9,1360,8930
822,VT,2013,1490,5975,75.8,51.4,12.8,249.2,1340,8810
823,VT,2014,1380,6130,76.9,53.1,12.0,225.4,1360,8880
824,VT,2015,1320,5903,74.2,51.3,11.5,224.0,1310,8540
825,VT,2016,1260,5756,72.6,50.4,11.1,219.3,1280,8300
826,VT,2017,1140,5655,70.3,49.5,9.9,201.0,1240,8040
827,VA,1988,40240,93127,103.1,61.6,26.6,432.1,22650,156020
828,VA,1992,38130,97198,102.4,62.8,24.6,392.3,23250,158580
829,VA,1996,32450,92354,93.1,58.7,20.6,351.4,21720,146520
830,VA,2000,30690,98938,95.7,62.1,19.3,310.2,22860,152480
831,VA,2005,30590,104555,97.5,64.0,18.7,292.6,23970,159120
832,VA,2006,31670,107817,100.1,65.7,19.3,293.7,24730,164220
833,VA,2007,32750,108884,101.5,66.3,19.9,300.8,25050,166690
834,VA,2008,31360,106686,98.8,64.9,19.1,293.9,24470,162520
835,VA,2009,30950,105059,97.1,63.7,18.8,294.6,24110,160120
836,VA,2010,30550,103002,95.0,62.3,18.5,296.5,23650,157200
837,VA,2011,29160,102652,93.5,61.8,17.6,284.1,23450,155260
838,VA,2012,29510,103013,93.5,61.7,17.7,286.5,23550,156080
839,VA,2013,29860,102147,92.8,61.0,17.8,292.3,23420,155420
840,VA,2014,24590,103300,90.0,61.6,14.7,238.0,23120,151010
841,VA,2015,23290,103303,89.3,61.6,13.9,225.4,22990,149580
842,VA,2016,21990,102460,87.8,61.2,13.1,214.6,22690,147140
843,VA,2017,20290,100391,85.1,59.8,12.1,202.1,22110,142780
844,WA,1988,30890,72503,108.8,65.2,27.8,426.1,17590,120980
845,WA,1992,33620,79450,110.3,66.2,28.0,423.2,19250,132320
846,WA,1996,26960,77945,97.5,61.7,21.3,345.9,18290,123190
847,WA,2000,26970,81036,98.1,62.6,20.8,332.8,18900,126910
848,WA,2005,23680,82703,95.4,63.0,18.0,286.3,18910,125290
849,WA,2006,24350,86876,98.8,65.5,18.4,280.3,19810,131040
850,WA,2007,25030,88978,100.7,66.7,18.8,281.3,20300,134310
851,WA,2008,24670,90321,100.9,67.3,18.4,273.2,20530,135520
852,WA,2009,23530,89313,98.4,66.0,17.4,263.4,20220,133050
853,WA,2010,22380,86539,94.6,63.7,16.5,258.6,19550,128460
854,WA,2011,21830,86976,93.7,63.5,15.9,251.0,19580,128380
855,WA,2012,20470,87463,92.4,63.4,14.8,234.0,19540,127470
856,WA,2013,19100,86577,90.0,62.4,13.8,220.7,19230,124910
857,WA,2014,19150,88585,90.9,63.2,13.7,216.2,19630,127370
858,WA,2015,18340,88990,89.5,62.7,12.9,206.1,19630,126960
859,WA,2016,17530,90505,88.6,62.7,12.1,193.7,19850,127890
860,WA,2017,17760,87562,84.7,59.5,12.1,202.8,19290,124610
861,WV,1988,4800,21846,76.5,53.0,11.7,219.7,4850,31500
862,WV,1992,4460,22170,78.1,54.9,11.1,201.2,4880,31510
863,WV,1996,3400,20750,72.5,52.5,8.6,163.9,4490,28640
864,WV,2000,2930,20865,75.8,56.0,7.9,140.4,4470,28260
865,WV,2005,2700,20836,79.4,59.2,7.7,129.6,4440,27970
866,WV,2006,2880,20931,80.8,59.8,8.2,137.8,4470,28290
867,WV,2007,3070,21994,85.6,63.2,8.8,139.6,4710,29770
868,WV,2008,2680,21501,83.3,62.3,7.8,124.8,4570,28750
869,WV,2009,3070,21268,84.1,61.9,8.9,144.4,4560,28900
870,WV,2010,3460,20470,83.0,59.9,10.1,169.0,4440,28370
871,WV,2011,3320,20717,83.5,60.7,9.7,160.0,4470,28510
872,WV,2012,2800,20827,82.6,61.3,8.2,134.4,4450,28070
873,WV,2013,2280,20825,81.3,61.6,6.8,109.6,4390,27500
874,WV,2014,2280,20301,79.9,60.4,6.8,112.3,4290,26870
875,WV,2015,2380,19805,79.4,59.6,7.2,120.4,4200,26390
876,WV,2016,2490,19079,78.2,58.2,7.6,130.3,4060,25630
877,WV,2017,2380,18675,77.7,57.9,7.4,127.3,3970,25030
878,WI,1988,18580,70817,94.0,63.2,16.6,262.4,16020,105420
879,WI,1992,16280,70670,89.9,61.9,14.3,230.4,15760,102710
880,WI,1996,14980,67106,83.0,57.4,12.8,223.2,14920,97010
881,WI,2000,12450,69326,83.7,59.9,10.8,179.6,15110,96890
882,WI,2005,10920,70984,85.6,62.5,9.6,153.8,15290,97190
883,WI,2006,10390,72340,87.1,64.2,9.2,143.7,15510,98240
884,WI,2007,9870,72784,87.7,65.0,8.8,135.6,15540,98200
885,WI,2008,9660,72261,87.6,65.0,8.7,133.6,15420,97330
886,WI,2009,9420,70843,86.4,64.2,8.5,133.0,15110,95380
887,WI,2010,9140,68487,84.1,62.5,8.3,133.5,14610,92240
888,WI,2011,8660,67810,83.3,62.1,7.9,127.7,14430,90900
889,WI,2012,8080,67295,82.4,61.8,7.4,120.1,14270,89650
890,WI,2013,7510,66649,81.1,61.3,6.9,112.7,14080,88240
891,WI,2014,7430,67161,81.7,61.8,6.8,110.6,14180,88770
892,WI,2015,7360,67041,81.7,61.8,6.8,109.8,14140,88550
893,WI,2016,7310,66615,81.3,61.6,6.8,109.7,14050,87980
894,WI,2017,7540,64975,79.6,60.0,7.0,116.0,13750,86260
895,WY,1988,1370,7162,96.2,68.2,13.0,191.3,1570,10100
896,WY,1992,1390,6723,91.0,63.8,13.2,206.8,1480,9600
897,WY,1996,1630,6286,86.0,57.9,15.0,259.3,1420,9340
898,WY,2000,2090,6253,93.8,59.8,20.0,334.2,1460,9800
899,WY,2005,1220,7239,98.9,71.4,12.0,168.5,1570,10030
900,WY,2006,1200,7672,103.4,75.3,11.8,156.4,1650,10530
901,WY,2007,1170,7893,104.3,76.5,11.3,148.2,1700,10760
902,WY,2008,1060,8038,103.6,77.0,10.2,132.4,1710,10820
903,WY,2009,1030,7881,99.5,74.1,9.7,130.5,1680,10590
904,WY,2010,1010,7556,95.4,70.8,9.4,133.4,1610,10180
905,WY,2011,1060,7399,94.0,69.3,9.9,143.4,1590,10050
906,WY,2012,940,7572,93.1,69.6,8.7,124.3,1610,10120
907,WY,2013,820,7644,91.5,69.4,7.5,107.5,1610,10080
908,WY,2014,850,7696,92.5,70.0,7.7,110.5,1620,10170
909,WY,2015,810,7765,92.7,70.5,7.3,104.1,1630,10210
910,WY,2016,770,7386,88.7,67.5,7.0,103.7,1550,9710
911,WY,2017,720,6903,84.1,63.9,6.7,104.9,1450,9080
